coordinator,dataset_mode,noise_level,run_id,num_packages,final_accuracy,handling_accuracy,hub_accuracy,depot_accuracy,conflict_rate,conflict_resolution_accuracy,manual_review_rate,avg_processing_time_ms
RuleBasedCoordinator,normal,0.2,12,500,0.386,0.526,0.686,0.68,0.46,0.1956521739130435,0.152,0.03789699956541881
WeightedVotingCoordinator,normal,0.2,12,500,0.386,0.526,0.686,0.68,0.46,0.1956521739130435,0.152,0.03951339900959283
MediatorCoordinator,normal,0.2,12,500,0.368,0.542,0.686,0.68,0.46,0.19130434782608696,0.212,0.04165019915672019
RuleBasedCoordinator,normal,0.2,13,500,0.4,0.504,0.728,0.728,0.43,0.15348837209302327,0.114,0.033799399505369365
WeightedVotingCoordinator,normal,0.2,13,500,0.4,0.504,0.728,0.728,0.43,0.15348837209302327,0.114,0.042868198768701404
MediatorCoordinator,normal,0.2,13,500,0.392,0.54,0.728,0.728,0.43,0.14883720930232558,0.168,0.0331295991782099
RuleBasedCoordinator,normal,0.2,14,500,0.4,0.512,0.726,0.72,0.47,0.19574468085106383,0.114,0.03919819928705692
WeightedVotingCoordinator,normal,0.2,14,500,0.4,0.512,0.726,0.72,0.47,0.19574468085106383,0.114,0.042383599386084825
MediatorCoordinator,normal,0.2,14,500,0.384,0.524,0.726,0.72,0.47,0.19148936170212766,0.164,0.036081799073144794
RuleBasedCoordinator,normal,0.2,15,500,0.428,0.534,0.724,0.708,0.452,0.22566371681415928,0.106,0.038137199415359646
WeightedVotingCoordinator,normal,0.2,15,500,0.428,0.534,0.724,0.708,0.452,0.22566371681415928,0.106,0.042665398912504315
MediatorCoordinator,normal,0.2,15,500,0.414,0.546,0.724,0.708,0.452,0.22123893805309736,0.154,0.03868579916888848
RuleBasedCoordinator,normal,0.2,16,500,0.374,0.524,0.666,0.652,0.45,0.19111111111111112,0.148,0.03941420029150322
WeightedVotingCoordinator,normal,0.2,16,500,0.374,0.524,0.666,0.652,0.45,0.19111111111111112,0.148,0.042637799808289856
MediatorCoordinator,normal,0.2,16,500,0.362,0.556,0.666,0.652,0.45,0.18666666666666668,0.206,0.038674000126775354
RuleBasedCoordinator,normal,0.2,17,500,0.462,0.592,0.7,0.7,0.4,0.26,0.138,0.03818819974549115
WeightedVotingCoordinator,normal,0.2,17,500,0.462,0.592,0.7,0.7,0.4,0.26,0.138,0.041901799850165844
MediatorCoordinator,normal,0.2,17,500,0.454,0.616,0.7,0.7,0.4,0.25,0.188,0.04141740035265684
RuleBasedCoordinator,normal,0.2,18,500,0.416,0.536,0.68,0.678,0.406,0.2019704433497537,0.138,0.052499199751764536
WeightedVotingCoordinator,normal,0.2,18,500,0.416,0.536,0.68,0.678,0.406,0.2019704433497537,0.138,0.05394439963856712
MediatorCoordinator,normal,0.2,18,500,0.406,0.57,0.68,0.678,0.406,0.2019704433497537,0.196,0.054221399943344295
RuleBasedCoordinator,normal,0.2,19,500,0.394,0.5,0.71,0.708,0.434,0.17511520737327188,0.116,0.0433617994422093
WeightedVotingCoordinator,normal,0.2,19,500,0.394,0.5,0.71,0.708,0.434,0.17511520737327188,0.116,0.04194419999839738
MediatorCoordinator,normal,0.2,19,500,0.384,0.526,0.71,0.708,0.434,0.16589861751152074,0.172,0.04033240058925003
RuleBasedCoordinator,normal,0.2,20,500,0.38,0.522,0.678,0.672,0.446,0.2062780269058296,0.152,0.03928199992515147
WeightedVotingCoordinator,normal,0.2,20,500,0.38,0.522,0.678,0.672,0.446,0.2062780269058296,0.152,0.04402500076685101
MediatorCoordinator,normal,0.2,20,500,0.37,0.538,0.678,0.672,0.446,0.2062780269058296,0.194,0.04498600022634491
RuleBasedCoordinator,normal,0.2,21,500,0.4,0.544,0.668,0.664,0.406,0.18719211822660098,0.148,0.051631199778057635
WeightedVotingCoordinator,normal,0.2,21,500,0.4,0.544,0.668,0.664,0.406,0.18719211822660098,0.148,0.05331179982749745
MediatorCoordinator,normal,0.2,21,500,0.392,0.58,0.668,0.664,0.406,0.18719211822660098,0.206,0.05379980010911822
RuleBasedCoordinator,normal,0.2,22,500,0.404,0.52,0.698,0.698,0.436,0.2018348623853211,0.12,0.052434000885114074
WeightedVotingCoordinator,normal,0.2,22,500,0.404,0.52,0.698,0.698,0.436,0.2018348623853211,0.12,0.052377799642272294
MediatorCoordinator,normal,0.2,22,500,0.398,0.56,0.698,0.698,0.436,0.19724770642201836,0.178,0.05036640050821006
RuleBasedCoordinator,normal,0.2,23,500,0.44,0.556,0.728,0.72,0.424,0.20754716981132076,0.122,0.04614960018079728
WeightedVotingCoordinator,normal,0.2,23,500,0.44,0.556,0.728,0.72,0.424,0.20754716981132076,0.122,0.04686359950574115
MediatorCoordinator,normal,0.2,23,500,0.424,0.572,0.728,0.72,0.424,0.2028301886792453,0.176,0.04755740036489442
RuleBasedCoordinator,normal,0.2,24,500,0.42,0.53,0.706,0.702,0.456,0.22807017543859648,0.116,0.0378101987298578
WeightedVotingCoordinator,normal,0.2,24,500,0.42,0.53,0.706,0.702,0.456,0.22807017543859648,0.116,0.04841659945668653
MediatorCoordinator,normal,0.2,24,500,0.396,0.544,0.706,0.702,0.456,0.2236842105263158,0.182,0.03780239971820265
RuleBasedCoordinator,normal,0.2,25,500,0.388,0.538,0.7,0.696,0.416,0.1875,0.16,0.03259760100627318
WeightedVotingCoordinator,normal,0.2,25,500,0.388,0.538,0.7,0.696,0.416,0.1875,0.16,0.030876200704369694
MediatorCoordinator,normal,0.2,25,500,0.378,0.55,0.7,0.696,0.416,0.18269230769230768,0.192,0.029077000624965876
RuleBasedCoordinator,normal,0.2,26,500,0.416,0.53,0.706,0.698,0.464,0.22844827586206898,0.114,0.03784280060790479
WeightedVotingCoordinator,normal,0.2,26,500,0.416,0.53,0.706,0.698,0.464,0.22844827586206898,0.114,0.03981940064113587
MediatorCoordinator,normal,0.2,26,500,0.396,0.552,0.706,0.698,0.464,0.22844827586206898,0.182,0.03456399973947555
RuleBasedCoordinator,normal,0.2,27,500,0.39,0.524,0.67,0.664,0.442,0.23529411764705882,0.142,0.03702779999002814
WeightedVotingCoordinator,normal,0.2,27,500,0.39,0.524,0.67,0.664,0.442,0.23529411764705882,0.142,0.03918100002920255
MediatorCoordinator,normal,0.2,27,500,0.384,0.57,0.67,0.664,0.442,0.23076923076923078,0.202,0.04129180056042969
RuleBasedCoordinator,normal,0.2,28,500,0.378,0.512,0.674,0.666,0.464,0.21120689655172414,0.138,0.04119880113285035
WeightedVotingCoordinator,normal,0.2,28,500,0.378,0.512,0.674,0.666,0.464,0.21120689655172414,0.138,0.04287519963691011
MediatorCoordinator,normal,0.2,28,500,0.37,0.558,0.674,0.666,0.464,0.2025862068965517,0.204,0.04229980061063543
RuleBasedCoordinator,normal,0.2,29,500,0.414,0.54,0.678,0.672,0.404,0.15841584158415842,0.128,0.03828099922975525
WeightedVotingCoordinator,normal,0.2,29,500,0.414,0.54,0.678,0.672,0.404,0.15841584158415842,0.128,0.04224540025461465
MediatorCoordinator,normal,0.2,29,500,0.408,0.584,0.678,0.672,0.404,0.15841584158415842,0.188,0.04460860008839518
RuleBasedCoordinator,normal,0.35,0,500,0.16,0.276,0.496,0.49,0.542,0.07011070110701106,0.126,0.04458300012629479
WeightedVotingCoordinator,normal,0.35,0,500,0.16,0.276,0.496,0.49,0.542,0.07011070110701106,0.126,0.0413640002370812
MediatorCoordinator,normal,0.35,0,500,0.146,0.396,0.496,0.49,0.542,0.06642066420664207,0.294,0.050341800204478204
RuleBasedCoordinator,normal,0.35,1,500,0.176,0.31,0.488,0.474,0.508,0.08267716535433071,0.15,0.042026199982501566
WeightedVotingCoordinator,normal,0.35,1,500,0.176,0.31,0.488,0.474,0.508,0.08267716535433071,0.15,0.04590020066825673
MediatorCoordinator,normal,0.35,1,500,0.158,0.414,0.488,0.474,0.508,0.07086614173228346,0.31,0.04429440089734271
RuleBasedCoordinator,normal,0.35,2,500,0.166,0.262,0.546,0.532,0.57,0.08421052631578947,0.11,0.04660819977289066
WeightedVotingCoordinator,normal,0.35,2,500,0.166,0.262,0.546,0.532,0.57,0.08421052631578947,0.11,0.04871239996282384
MediatorCoordinator,normal,0.35,2,500,0.154,0.368,0.546,0.532,0.57,0.08421052631578947,0.276,0.0462708001723513
RuleBasedCoordinator,normal,0.35,3,500,0.196,0.28,0.532,0.512,0.56,0.08928571428571429,0.096,0.03472460090415552
WeightedVotingCoordinator,normal,0.35,3,500,0.196,0.28,0.532,0.512,0.56,0.08928571428571429,0.096,0.03810720058390871
MediatorCoordinator,normal,0.35,3,500,0.178,0.398,0.532,0.512,0.56,0.08928571428571429,0.274,0.04155940155033022
RuleBasedCoordinator,normal,0.35,4,500,0.164,0.268,0.512,0.508,0.53,0.06037735849056604,0.118,0.03332999913254753
WeightedVotingCoordinator,normal,0.35,4,500,0.164,0.268,0.512,0.508,0.53,0.06037735849056604,0.118,0.03730440069921315
MediatorCoordinator,normal,0.35,4,500,0.152,0.422,0.512,0.508,0.53,0.05660377358490566,0.316,0.03177320066606626
RuleBasedCoordinator,normal,0.35,5,500,0.216,0.296,0.538,0.53,0.542,0.1033210332103321,0.086,0.04234120005276054
WeightedVotingCoordinator,normal,0.35,5,500,0.216,0.296,0.538,0.53,0.542,0.1033210332103321,0.086,0.04591659992001951
MediatorCoordinator,normal,0.35,5,500,0.192,0.398,0.538,0.53,0.542,0.09225092250922509,0.266,0.048140399740077555
RuleBasedCoordinator,normal,0.35,6,500,0.2,0.284,0.56,0.55,0.548,0.08029197080291971,0.098,0.054917199769988656
WeightedVotingCoordinator,normal,0.35,6,500,0.2,0.284,0.56,0.55,0.548,0.08029197080291971,0.098,0.050121799227781594
MediatorCoordinator,normal,0.35,6,500,0.186,0.38,0.56,0.55,0.548,0.072992700729927,0.244,0.04600219952408224
RuleBasedCoordinator,normal,0.35,7,500,0.202,0.328,0.512,0.508,0.54,0.1037037037037037,0.132,0.04949259920977056
WeightedVotingCoordinator,normal,0.35,7,500,0.202,0.328,0.512,0.508,0.54,0.1037037037037037,0.132,0.05106259975582361
MediatorCoordinator,normal,0.35,7,500,0.168,0.414,0.512,0.508,0.54,0.08518518518518518,0.3,0.04916699999012053
RuleBasedCoordinator,normal,0.35,8,500,0.19,0.298,0.518,0.508,0.572,0.0979020979020979,0.116,0.045200400229077786
WeightedVotingCoordinator,normal,0.35,8,500,0.19,0.298,0.518,0.508,0.572,0.0979020979020979,0.116,0.04121619975194335
MediatorCoordinator,normal,0.35,8,500,0.168,0.408,0.518,0.508,0.572,0.08741258741258741,0.286,0.040370599599555135
RuleBasedCoordinator,normal,0.35,9,500,0.19,0.314,0.524,0.504,0.54,0.0962962962962963,0.124,0.03809099976206198
WeightedVotingCoordinator,normal,0.35,9,500,0.19,0.314,0.524,0.504,0.54,0.0962962962962963,0.124,0.03856759949121624
MediatorCoordinator,normal,0.35,9,500,0.174,0.404,0.524,0.504,0.54,0.08518518518518518,0.272,0.04120499931741506
RuleBasedCoordinator,normal,0.35,10,500,0.188,0.326,0.514,0.502,0.524,0.09923664122137404,0.152,0.04752479982562363
WeightedVotingCoordinator,normal,0.35,10,500,0.188,0.326,0.514,0.502,0.524,0.09923664122137404,0.152,0.050678799918387085
MediatorCoordinator,normal,0.35,10,500,0.18,0.434,0.514,0.502,0.524,0.09541984732824428,0.292,0.05187379912240431
RuleBasedCoordinator,normal,0.35,11,500,0.166,0.278,0.496,0.484,0.526,0.04182509505703422,0.124,0.05009379907278344
WeightedVotingCoordinator,normal,0.35,11,500,0.166,0.278,0.496,0.484,0.526,0.04182509505703422,0.124,0.04466100054560229
MediatorCoordinator,normal,0.35,11,500,0.152,0.416,0.496,0.484,0.526,0.03802281368821293,0.312,0.044096198631450534
RuleBasedCoordinator,normal,0.35,12,500,0.202,0.292,0.518,0.51,0.57,0.12631578947368421,0.1,0.049944800266530365
WeightedVotingCoordinator,normal,0.35,12,500,0.202,0.292,0.518,0.51,0.57,0.12631578947368421,0.1,0.049081599805504084
MediatorCoordinator,normal,0.35,12,500,0.182,0.402,0.518,0.51,0.57,0.11929824561403508,0.264,0.05114480102201924
RuleBasedCoordinator,normal,0.35,13,500,0.192,0.28,0.524,0.516,0.572,0.08741258741258741,0.1,0.03460660018026829
WeightedVotingCoordinator,normal,0.35,13,500,0.192,0.28,0.524,0.516,0.572,0.08741258741258741,0.1,0.03534460038645193
MediatorCoordinator,normal,0.35,13,500,0.166,0.368,0.524,0.516,0.572,0.08391608391608392,0.26,0.033858199836686254
RuleBasedCoordinator,normal,0.35,14,500,0.194,0.3,0.51,0.498,0.51,0.054901960784313725,0.12,0.04297460010275245
WeightedVotingCoordinator,normal,0.35,14,500,0.194,0.3,0.51,0.498,0.51,0.054901960784313725,0.12,0.0405280000413768
MediatorCoordinator,normal,0.35,14,500,0.18,0.402,0.51,0.498,0.51,0.050980392156862744,0.274,0.045133199833799154
RuleBasedCoordinator,normal,0.35,15,500,0.184,0.294,0.53,0.518,0.546,0.07692307692307693,0.116,0.04793000058270991
WeightedVotingCoordinator,normal,0.35,15,500,0.184,0.294,0.53,0.518,0.546,0.07692307692307693,0.116,0.05020280124153942
MediatorCoordinator,normal,0.35,15,500,0.172,0.406,0.53,0.518,0.546,0.07326007326007326,0.278,0.051979600568301976
RuleBasedCoordinator,normal,0.35,16,500,0.172,0.308,0.49,0.484,0.506,0.09486166007905138,0.15,0.04070460010552779
WeightedVotingCoordinator,normal,0.35,16,500,0.172,0.308,0.49,0.484,0.506,0.09486166007905138,0.15,0.04289840051205829
MediatorCoordinator,normal,0.35,16,500,0.152,0.414,0.49,0.484,0.506,0.08300395256916997,0.312,0.04511799960164353
RuleBasedCoordinator,normal,0.35,17,500,0.208,0.304,0.534,0.522,0.542,0.11070110701107011,0.098,0.04754119925200939
WeightedVotingCoordinator,normal,0.35,17,500,0.208,0.304,0.534,0.522,0.542,0.11070110701107011,0.098,0.04692960035754368
MediatorCoordinator,normal,0.35,17,500,0.2,0.41,0.534,0.522,0.542,0.1033210332103321,0.228,0.04902019875589758
RuleBasedCoordinator,normal,0.35,18,500,0.192,0.3,0.526,0.512,0.524,0.09541984732824428,0.118,0.03726299951085821
WeightedVotingCoordinator,normal,0.35,18,500,0.192,0.3,0.526,0.512,0.524,0.09541984732824428,0.118,0.04160160047467798
MediatorCoordinator,normal,0.35,18,500,0.178,0.408,0.526,0.512,0.524,0.08778625954198473,0.264,0.04406939976615831
RuleBasedCoordinator,normal,0.35,19,500,0.192,0.29,0.516,0.51,0.538,0.06319702602230483,0.1,0.04699060047278181
WeightedVotingCoordinator,normal,0.35,19,500,0.192,0.29,0.516,0.51,0.538,0.06319702602230483,0.1,0.04981300054350868
MediatorCoordinator,normal,0.35,19,500,0.18,0.424,0.516,0.51,0.538,0.06319702602230483,0.27,0.05031659995438531
RuleBasedCoordinator,normal,0.35,20,500,0.192,0.306,0.496,0.484,0.5,0.092,0.13,0.035425199661403894
WeightedVotingCoordinator,normal,0.35,20,500,0.192,0.306,0.496,0.484,0.5,0.092,0.13,0.0412089999881573
MediatorCoordinator,normal,0.35,20,500,0.172,0.416,0.496,0.484,0.5,0.08,0.302,0.04360019968589768
RuleBasedCoordinator,normal,0.35,21,500,0.17,0.298,0.498,0.49,0.522,0.08045977011494253,0.142,0.04234859882853925
WeightedVotingCoordinator,normal,0.35,21,500,0.17,0.298,0.498,0.49,0.522,0.08045977011494253,0.142,0.045231599477119744
MediatorCoordinator,normal,0.35,21,500,0.148,0.398,0.498,0.49,0.522,0.06896551724137931,0.31,0.04637959989486262
RuleBasedCoordinator,normal,0.35,22,500,0.182,0.288,0.48,0.466,0.516,0.08139534883720931,0.114,0.04688919975887984
WeightedVotingCoordinator,normal,0.35,22,500,0.182,0.288,0.48,0.466,0.516,0.08139534883720931,0.114,0.0492423998657614
MediatorCoordinator,normal,0.35,22,500,0.158,0.41,0.48,0.466,0.516,0.06589147286821706,0.302,0.04907819937216118
RuleBasedCoordinator,normal,0.35,23,500,0.192,0.31,0.484,0.474,0.494,0.08906882591093117,0.122,0.03848059964366257
WeightedVotingCoordinator,normal,0.35,23,500,0.192,0.31,0.484,0.474,0.494,0.08906882591093117,0.122,0.0433977993670851
MediatorCoordinator,normal,0.35,23,500,0.186,0.43,0.484,0.474,0.494,0.08097165991902834,0.282,0.04152399906888604
RuleBasedCoordinator,normal,0.35,24,500,0.176,0.304,0.494,0.478,0.5,0.072,0.134,0.03188940120162442
WeightedVotingCoordinator,normal,0.35,24,500,0.176,0.304,0.494,0.478,0.5,0.072,0.134,0.03433999989647418
MediatorCoordinator,normal,0.35,24,500,0.162,0.41,0.494,0.478,0.5,0.064,0.288,0.04124739934923127
RuleBasedCoordinator,normal,0.35,25,500,0.162,0.28,0.486,0.478,0.556,0.07553956834532374,0.124,0.03650899970671162
WeightedVotingCoordinator,normal,0.35,25,500,0.162,0.28,0.486,0.478,0.556,0.07553956834532374,0.124,0.03909759985981509
MediatorCoordinator,normal,0.35,25,500,0.152,0.426,0.486,0.478,0.556,0.0683453237410072,0.306,0.040822200127877295
RuleBasedCoordinator,normal,0.35,26,500,0.172,0.276,0.504,0.49,0.52,0.06923076923076923,0.122,0.03819660044973716
WeightedVotingCoordinator,normal,0.35,26,500,0.172,0.276,0.504,0.49,0.52,0.06923076923076923,0.122,0.03755320078926161
MediatorCoordinator,normal,0.35,26,500,0.158,0.416,0.504,0.49,0.52,0.06153846153846154,0.306,0.03426120046060532
RuleBasedCoordinator,normal,0.35,27,500,0.182,0.298,0.526,0.51,0.574,0.11149825783972125,0.116,0.04248900100355968
WeightedVotingCoordinator,normal,0.35,27,500,0.182,0.298,0.526,0.51,0.574,0.11149825783972125,0.116,0.047758200438693166
MediatorCoordinator,normal,0.35,27,500,0.17,0.392,0.526,0.51,0.574,0.10104529616724739,0.256,0.048042399692349136
RuleBasedCoordinator,normal,0.35,28,500,0.188,0.292,0.512,0.504,0.546,0.09523809523809523,0.106,0.04442539968295023
WeightedVotingCoordinator,normal,0.35,28,500,0.188,0.292,0.512,0.504,0.546,0.09523809523809523,0.106,0.04353340016677976
MediatorCoordinator,normal,0.35,28,500,0.176,0.428,0.512,0.504,0.546,0.09157509157509157,0.278,0.043867399799637496
RuleBasedCoordinator,normal,0.35,29,500,0.202,0.312,0.52,0.51,0.534,0.10486891385767791,0.13,0.040989000583067536
WeightedVotingCoordinator,normal,0.35,29,500,0.202,0.312,0.52,0.51,0.534,0.10486891385767791,0.13,0.045726800919510424
MediatorCoordinator,normal,0.35,29,500,0.19,0.456,0.52,0.51,0.534,0.10112359550561797,0.308,0.05003100063186139
RuleBasedCoordinator,multi_label,0.0,0,500,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.04503719916101545
WeightedVotingCoordinator,multi_label,0.0,0,500,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.04093819932313636
MediatorCoordinator,multi_label,0.0,0,500,1.0,1.0,1.0,1.0,0.75,1.0,0.0,0.0429179995553568
RuleBasedCoordinator,multi_label,0.0,1,500,1.0,1.0,1.0,1.0,0.79,1.0,0.0,0.0449905987479724
WeightedVotingCoordinator,multi_label,0.0,1,500,1.0,1.0,1.0,1.0,0.79,1.0,0.0,0.04478339874185622
MediatorCoordinator,multi_label,0.0,1,500,1.0,1.0,1.0,1.0,0.79,1.0,0.0,0.04689419997157529
RuleBasedCoordinator,multi_label,0.0,2,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.026837600395083427
WeightedVotingCoordinator,multi_label,0.0,2,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.0328970011905767
MediatorCoordinator,multi_label,0.0,2,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.028137999877799302
RuleBasedCoordinator,multi_label,0.0,3,500,1.0,1.0,1.0,1.0,0.744,1.0,0.0,0.035725600086152554
WeightedVotingCoordinator,multi_label,0.0,3,500,1.0,1.0,1.0,1.0,0.744,1.0,0.0,0.038701600744389
MediatorCoordinator,multi_label,0.0,3,500,1.0,1.0,1.0,1.0,0.744,1.0,0.0,0.0387522010714747
RuleBasedCoordinator,multi_label,0.0,4,500,1.0,1.0,1.0,1.0,0.778,1.0,0.0,0.03765859815757722
WeightedVotingCoordinator,multi_label,0.0,4,500,1.0,1.0,1.0,1.0,0.778,1.0,0.0,0.03549019788624719
MediatorCoordinator,multi_label,0.0,4,500,1.0,1.0,1.0,1.0,0.778,1.0,0.0,0.03824099904159084
RuleBasedCoordinator,multi_label,0.0,5,500,1.0,1.0,1.0,1.0,0.732,1.0,0.0,0.040987200452946126
WeightedVotingCoordinator,multi_label,0.0,5,500,1.0,1.0,1.0,1.0,0.732,1.0,0.0,0.043950601655524224
MediatorCoordinator,multi_label,0.0,5,500,1.0,1.0,1.0,1.0,0.732,1.0,0.0,0.04303940094541758
RuleBasedCoordinator,multi_label,0.0,6,500,1.0,1.0,1.0,1.0,0.724,1.0,0.0,0.05370140046579763
WeightedVotingCoordinator,multi_label,0.0,6,500,1.0,1.0,1.0,1.0,0.724,1.0,0.0,0.05172640027012676
MediatorCoordinator,multi_label,0.0,6,500,1.0,1.0,1.0,1.0,0.724,1.0,0.0,0.04921039909822866
RuleBasedCoordinator,multi_label,0.0,7,500,1.0,1.0,1.0,1.0,0.736,1.0,0.0,0.043345600133761764
WeightedVotingCoordinator,multi_label,0.0,7,500,1.0,1.0,1.0,1.0,0.736,1.0,0.0,0.043458399712108076
MediatorCoordinator,multi_label,0.0,7,500,1.0,1.0,1.0,1.0,0.736,1.0,0.0,0.03929139964748174
RuleBasedCoordinator,multi_label,0.0,8,500,1.0,1.0,1.0,1.0,0.762,1.0,0.0,0.03670799994142726
WeightedVotingCoordinator,multi_label,0.0,8,500,1.0,1.0,1.0,1.0,0.762,1.0,0.0,0.040124399587512016
MediatorCoordinator,multi_label,0.0,8,500,1.0,1.0,1.0,1.0,0.762,1.0,0.0,0.03723320009885356
RuleBasedCoordinator,multi_label,0.0,9,500,1.0,1.0,1.0,1.0,0.764,1.0,0.0,0.03976939944550395
WeightedVotingCoordinator,multi_label,0.0,9,500,1.0,1.0,1.0,1.0,0.764,1.0,0.0,0.04634500062093139
MediatorCoordinator,multi_label,0.0,9,500,1.0,1.0,1.0,1.0,0.764,1.0,0.0,0.047424400225281715
RuleBasedCoordinator,multi_label,0.0,10,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.04779199924087152
WeightedVotingCoordinator,multi_label,0.0,10,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.047593200171831995
MediatorCoordinator,multi_label,0.0,10,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.04774600052041933
RuleBasedCoordinator,multi_label,0.0,11,500,1.0,1.0,1.0,1.0,0.708,1.0,0.0,0.030991000588983297
WeightedVotingCoordinator,multi_label,0.0,11,500,1.0,1.0,1.0,1.0,0.708,1.0,0.0,0.035603600030299276
MediatorCoordinator,multi_label,0.0,11,500,1.0,1.0,1.0,1.0,0.708,1.0,0.0,0.0363047998980619
RuleBasedCoordinator,multi_label,0.0,12,500,1.0,1.0,1.0,1.0,0.766,1.0,0.0,0.05094359995564446
WeightedVotingCoordinator,multi_label,0.0,12,500,1.0,1.0,1.0,1.0,0.766,1.0,0.0,0.052325200114864856
MediatorCoordinator,multi_label,0.0,12,500,1.0,1.0,1.0,1.0,0.766,1.0,0.0,0.05329719965811819
RuleBasedCoordinator,multi_label,0.0,13,500,1.0,1.0,1.0,1.0,0.778,1.0,0.0,0.03751140070380643
WeightedVotingCoordinator,multi_label,0.0,13,500,1.0,1.0,1.0,1.0,0.778,1.0,0.0,0.04395039926748723
MediatorCoordinator,multi_label,0.0,13,500,1.0,1.0,1.0,1.0,0.778,1.0,0.0,0.04408639972098172
RuleBasedCoordinator,multi_label,0.0,14,500,1.0,1.0,1.0,1.0,0.734,1.0,0.0,0.052536000323016196
WeightedVotingCoordinator,multi_label,0.0,14,500,1.0,1.0,1.0,1.0,0.734,1.0,0.0,0.04962699970928952
MediatorCoordinator,multi_label,0.0,14,500,1.0,1.0,1.0,1.0,0.734,1.0,0.0,0.05415840074419975
RuleBasedCoordinator,multi_label,0.0,15,500,1.0,1.0,1.0,1.0,0.754,1.0,0.0,0.037849399785045534
WeightedVotingCoordinator,multi_label,0.0,15,500,1.0,1.0,1.0,1.0,0.754,1.0,0.0,0.0426169999409467
MediatorCoordinator,multi_label,0.0,15,500,1.0,1.0,1.0,1.0,0.754,1.0,0.0,0.04453539941459894
RuleBasedCoordinator,multi_label,0.0,16,500,1.0,1.0,1.0,1.0,0.758,1.0,0.0,0.049516200146172196
WeightedVotingCoordinator,multi_label,0.0,16,500,1.0,1.0,1.0,1.0,0.758,1.0,0.0,0.04976679990068078
MediatorCoordinator,multi_label,0.0,16,500,1.0,1.0,1.0,1.0,0.758,1.0,0.0,0.052332199877128005
RuleBasedCoordinator,multi_label,0.0,17,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.050461399368941784
WeightedVotingCoordinator,multi_label,0.0,17,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.053277199796866626
MediatorCoordinator,multi_label,0.0,17,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.05415700003504753
RuleBasedCoordinator,multi_label,0.0,18,500,1.0,1.0,1.0,1.0,0.764,1.0,0.0,0.038453799206763506
WeightedVotingCoordinator,multi_label,0.0,18,500,1.0,1.0,1.0,1.0,0.764,1.0,0.0,0.043132599152158946
MediatorCoordinator,multi_label,0.0,18,500,1.0,1.0,1.0,1.0,0.764,1.0,0.0,0.04512139945290983
RuleBasedCoordinator,multi_label,0.0,19,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.03679400042165071
WeightedVotingCoordinator,multi_label,0.0,19,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.04387659969506785
MediatorCoordinator,multi_label,0.0,19,500,1.0,1.0,1.0,1.0,0.742,1.0,0.0,0.04407999955583364
RuleBasedCoordinator,multi_label,0.0,20,500,1.0,1.0,1.0,1.0,0.756,1.0,0.0,0.049240999622270465
WeightedVotingCoordinator,multi_label,0.0,20,500,1.0,1.0,1.0,1.0,0.756,1.0,0.0,0.04875959927449003
MediatorCoordinator,multi_label,0.0,20,500,1.0,1.0,1.0,1.0,0.756,1.0,0.0,0.046532799722626805
RuleBasedCoordinator,multi_label,0.0,21,500,1.0,1.0,1.0,1.0,0.794,1.0,0.0,0.03742139978567138
WeightedVotingCoordinator,multi_label,0.0,21,500,1.0,1.0,1.0,1.0,0.794,1.0,0.0,0.0438066006754525
MediatorCoordinator,multi_label,0.0,21,500,1.0,1.0,1.0,1.0,0.794,1.0,0.0,0.0475096003501676
RuleBasedCoordinator,multi_label,0.0,22,500,1.0,1.0,1.0,1.0,0.722,1.0,0.0,0.04555120039731264
WeightedVotingCoordinator,multi_label,0.0,22,500,1.0,1.0,1.0,1.0,0.722,1.0,0.0,0.04985879949526861
MediatorCoordinator,multi_label,0.0,22,500,1.0,1.0,1.0,1.0,0.722,1.0,0.0,0.04742539976723492
RuleBasedCoordinator,multi_label,0.0,23,500,1.0,1.0,1.0,1.0,0.734,1.0,0.0,0.03185720124747604
WeightedVotingCoordinator,multi_label,0.0,23,500,1.0,1.0,1.0,1.0,0.734,1.0,0.0,0.040683000697754323
MediatorCoordinator,multi_label,0.0,23,500,1.0,1.0,1.0,1.0,0.734,1.0,0.0,0.042323199624661356
RuleBasedCoordinator,multi_label,0.0,24,500,1.0,1.0,1.0,1.0,0.748,1.0,0.0,0.042126601096242666
WeightedVotingCoordinator,multi_label,0.0,24,500,1.0,1.0,1.0,1.0,0.748,1.0,0.0,0.04212319996440783
MediatorCoordinator,multi_label,0.0,24,500,1.0,1.0,1.0,1.0,0.748,1.0,0.0,0.0424407995888032
