coordinator,dataset_mode,noise_level,run_id,num_packages,final_accuracy,handling_accuracy,hub_accuracy,depot_accuracy,conflict_rate,conflict_resolution_accuracy,manual_review_rate,avg_processing_time_ms
RuleBasedCoordinator,multi_label,0.35,5,500,0.416,0.416,0.634,0.632,0.632,0.3575949367088608,0.044,0.04603380005573854
WeightedVotingCoordinator,multi_label,0.35,5,500,0.416,0.416,0.634,0.632,0.632,0.3575949367088608,0.044,0.048746399814262986
MediatorCoordinator,multi_label,0.35,5,500,0.36,0.36,0.634,0.632,0.632,0.3322784810126582,0.162,0.04880920017603785
RuleBasedCoordinator,multi_label,0.35,6,500,0.44,0.44,0.642,0.638,0.652,0.37423312883435583,0.04,0.05060080048860982
WeightedVotingCoordinator,multi_label,0.35,6,500,0.44,0.44,0.642,0.638,0.652,0.37423312883435583,0.04,0.04427719983505085
MediatorCoordinator,multi_label,0.35,6,500,0.364,0.364,0.642,0.638,0.652,0.34049079754601225,0.16,0.04713499912759289
RuleBasedCoordinator,multi_label,0.35,7,500,0.424,0.424,0.62,0.614,0.674,0.40059347181008903,0.058,0.04151239991188049
WeightedVotingCoordinator,multi_label,0.35,7,500,0.424,0.424,0.62,0.614,0.674,0.40059347181008903,0.058,0.044051399861928076
MediatorCoordinator,multi_label,0.35,7,500,0.356,0.356,0.62,0.614,0.674,0.3560830860534125,0.182,0.03789759986102581
RuleBasedCoordinator,multi_label,0.35,8,500,0.436,0.436,0.618,0.612,0.628,0.3853503184713376,0.05,0.04083880071993917
WeightedVotingCoordinator,multi_label,0.35,8,500,0.436,0.436,0.618,0.612,0.628,0.3853503184713376,0.05,0.038127199804876
MediatorCoordinator,multi_label,0.35,8,500,0.374,0.374,0.618,0.612,0.628,0.3375796178343949,0.172,0.0450667999102734
RuleBasedCoordinator,multi_label,0.35,9,500,0.414,0.414,0.636,0.622,0.692,0.3815028901734104,0.052,0.03934339969418943
WeightedVotingCoordinator,multi_label,0.35,9,500,0.414,0.414,0.636,0.622,0.692,0.3815028901734104,0.052,0.04335840087151155
MediatorCoordinator,multi_label,0.35,9,500,0.348,0.348,0.636,0.622,0.692,0.34104046242774566,0.17,0.04291840014047921
RuleBasedCoordinator,multi_label,0.35,10,500,0.452,0.452,0.634,0.624,0.654,0.38837920489296635,0.042,0.04478640080196783
WeightedVotingCoordinator,multi_label,0.35,10,500,0.452,0.452,0.634,0.624,0.654,0.38837920489296635,0.042,0.04688160010846332
MediatorCoordinator,multi_label,0.35,10,500,0.388,0.388,0.634,0.624,0.654,0.37003058103975534,0.17,0.043062599375844
RuleBasedCoordinator,multi_label,0.35,11,500,0.402,0.402,0.652,0.648,0.702,0.3817663817663818,0.062,0.049874199205078185
WeightedVotingCoordinator,multi_label,0.35,11,500,0.402,0.402,0.652,0.648,0.702,0.3817663817663818,0.062,0.04803979897405952
MediatorCoordinator,multi_label,0.35,11,500,0.344,0.344,0.652,0.648,0.702,0.3504273504273504,0.154,0.0539311992470175
RuleBasedCoordinator,multi_label,0.35,12,500,0.386,0.386,0.636,0.632,0.632,0.3291139240506329,0.06,0.048609399353154004
WeightedVotingCoordinator,multi_label,0.35,12,500,0.386,0.386,0.636,0.632,0.632,0.3291139240506329,0.06,0.05460760009009391
MediatorCoordinator,multi_label,0.35,12,500,0.336,0.336,0.636,0.632,0.632,0.3037974683544304,0.172,0.05412880005314946
RuleBasedCoordinator,multi_label,0.35,13,500,0.37,0.37,0.634,0.63,0.71,0.3492957746478873,0.042,0.03910379979060963
WeightedVotingCoordinator,multi_label,0.35,13,500,0.37,0.37,0.634,0.63,0.71,0.3492957746478873,0.042,0.03679379977984354
MediatorCoordinator,multi_label,0.35,13,500,0.33,0.33,0.634,0.63,0.71,0.323943661971831,0.14,0.039029800274875015
RuleBasedCoordinator,multi_label,0.35,14,500,0.364,0.364,0.62,0.614,0.65,0.32,0.05,0.049438199785072356
WeightedVotingCoordinator,multi_label,0.35,14,500,0.364,0.364,0.62,0.614,0.65,0.32,0.05,0.05257939954753965
MediatorCoordinator,multi_label,0.35,14,500,0.322,0.322,0.62,0.614,0.65,0.2923076923076923,0.15,0.045229399867821485
RuleBasedCoordinator,multi_label,0.35,15,500,0.392,0.392,0.618,0.614,0.652,0.3558282208588957,0.044,0.03668920014752075
WeightedVotingCoordinator,multi_label,0.35,15,500,0.392,0.392,0.618,0.614,0.652,0.3558282208588957,0.044,0.04313920013373718
MediatorCoordinator,multi_label,0.35,15,500,0.33,0.33,0.618,0.614,0.652,0.3159509202453988,0.156,0.043514200136996806
RuleBasedCoordinator,multi_label,0.35,16,500,0.394,0.394,0.644,0.636,0.666,0.3783783783783784,0.052,0.03448900056537241
WeightedVotingCoordinator,multi_label,0.35,16,500,0.394,0.394,0.644,0.636,0.666,0.3783783783783784,0.052,0.04296660085674375
MediatorCoordinator,multi_label,0.35,16,500,0.336,0.336,0.644,0.636,0.666,0.34534534534534533,0.164,0.041002600453794
RuleBasedCoordinator,multi_label,0.35,17,500,0.468,0.468,0.628,0.612,0.66,0.4090909090909091,0.056,0.04535700031556189
WeightedVotingCoordinator,multi_label,0.35,17,500,0.468,0.468,0.628,0.612,0.66,0.4090909090909091,0.056,0.05374359979759902
MediatorCoordinator,multi_label,0.35,17,500,0.408,0.408,0.628,0.612,0.66,0.39090909090909093,0.158,0.0562660000869073
RuleBasedCoordinator,multi_label,0.35,18,500,0.398,0.398,0.64,0.626,0.668,0.3263473053892216,0.048,0.03405700024450198
WeightedVotingCoordinator,multi_label,0.35,18,500,0.398,0.398,0.64,0.626,0.668,0.3263473053892216,0.048,0.03689140087226406
MediatorCoordinator,multi_label,0.35,18,500,0.344,0.344,0.64,0.626,0.668,0.2904191616766467,0.156,0.041479199717286974
RuleBasedCoordinator,multi_label,0.35,19,500,0.374,0.374,0.612,0.606,0.642,0.3426791277258567,0.056,0.042288199882023036
WeightedVotingCoordinator,multi_label,0.35,19,500,0.374,0.374,0.612,0.606,0.642,0.3426791277258567,0.056,0.04017799848224968
MediatorCoordinator,multi_label,0.35,19,500,0.316,0.316,0.612,0.606,0.642,0.3146417445482866,0.174,0.046621999761555344
RuleBasedCoordinator,multi_label,0.35,20,500,0.38,0.38,0.634,0.626,0.658,0.364741641337386,0.074,0.03979460027767345
WeightedVotingCoordinator,multi_label,0.35,20,500,0.38,0.38,0.634,0.626,0.658,0.364741641337386,0.074,0.04555200005415827
MediatorCoordinator,multi_label,0.35,20,500,0.318,0.318,0.634,0.626,0.658,0.3282674772036474,0.188,0.04911420011194423
RuleBasedCoordinator,multi_label,0.35,21,500,0.394,0.394,0.642,0.632,0.678,0.336283185840708,0.048,0.04081440024310723
WeightedVotingCoordinator,multi_label,0.35,21,500,0.394,0.394,0.642,0.632,0.678,0.336283185840708,0.048,0.04248320066835731
MediatorCoordinator,multi_label,0.35,21,500,0.344,0.344,0.642,0.632,0.678,0.30678466076696165,0.144,0.04814880050253123
RuleBasedCoordinator,multi_label,0.35,22,500,0.386,0.386,0.65,0.642,0.656,0.32926829268292684,0.06,0.042123400256969035
WeightedVotingCoordinator,multi_label,0.35,22,500,0.386,0.386,0.65,0.642,0.656,0.32926829268292684,0.06,0.04702379950322211
MediatorCoordinator,multi_label,0.35,22,500,0.34,0.34,0.65,0.642,0.656,0.3079268292682927,0.16,0.045824599044863135
RuleBasedCoordinator,multi_label,0.35,23,500,0.436,0.436,0.618,0.614,0.634,0.35331230283911674,0.05,0.04534419969422743
WeightedVotingCoordinator,multi_label,0.35,23,500,0.436,0.436,0.618,0.614,0.634,0.35331230283911674,0.05,0.04898340010549873
MediatorCoordinator,multi_label,0.35,23,500,0.386,0.386,0.618,0.614,0.634,0.3249211356466877,0.15,0.05933400057256222
RuleBasedCoordinator,multi_label,0.35,24,500,0.422,0.422,0.65,0.642,0.646,0.37770897832817335,0.056,0.04468799947062507
WeightedVotingCoordinator,multi_label,0.35,24,500,0.422,0.422,0.65,0.642,0.646,0.37770897832817335,0.056,0.04641779972007498
MediatorCoordinator,multi_label,0.35,24,500,0.36,0.36,0.65,0.642,0.646,0.33746130030959753,0.182,0.04417340032523498
RuleBasedCoordinator,multi_label,0.35,25,500,0.41,0.41,0.636,0.628,0.638,0.34796238244514105,0.068,0.0406225998303853
WeightedVotingCoordinator,multi_label,0.35,25,500,0.41,0.41,0.636,0.628,0.638,0.34796238244514105,0.068,0.04140999942319468
MediatorCoordinator,multi_label,0.35,25,500,0.372,0.372,0.636,0.628,0.638,0.3322884012539185,0.148,0.046080200118012726
RuleBasedCoordinator,multi_label,0.35,26,500,0.458,0.458,0.656,0.654,0.668,0.40718562874251496,0.044,0.04764260089723393
WeightedVotingCoordinator,multi_label,0.35,26,500,0.458,0.458,0.656,0.654,0.668,0.40718562874251496,0.044,0.04775920097017661
MediatorCoordinator,multi_label,0.35,26,500,0.398,0.398,0.656,0.654,0.668,0.39221556886227543,0.154,0.050930000259540975
RuleBasedCoordinator,multi_label,0.35,27,500,0.382,0.382,0.62,0.614,0.686,0.3206997084548105,0.056,0.04527760116616264
WeightedVotingCoordinator,multi_label,0.35,27,500,0.382,0.382,0.62,0.614,0.686,0.3206997084548105,0.056,0.05222440086072311
MediatorCoordinator,multi_label,0.35,27,500,0.32,0.32,0.62,0.614,0.686,0.2857142857142857,0.172,0.04706179944332689
RuleBasedCoordinator,multi_label,0.35,28,500,0.382,0.382,0.638,0.63,0.636,0.330188679245283,0.056,0.039805399952456355
WeightedVotingCoordinator,multi_label,0.35,28,500,0.382,0.382,0.638,0.63,0.636,0.330188679245283,0.056,0.03910859994357452
MediatorCoordinator,multi_label,0.35,28,500,0.338,0.338,0.638,0.63,0.636,0.3113207547169811,0.168,0.03520059975562617
RuleBasedCoordinator,multi_label,0.35,29,500,0.392,0.392,0.66,0.66,0.662,0.3323262839879154,0.054,0.04414659959729761
WeightedVotingCoordinator,multi_label,0.35,29,500,0.392,0.392,0.66,0.66,0.662,0.3323262839879154,0.054,0.05038559972308576
MediatorCoordinator,multi_label,0.35,29,500,0.336,0.336,0.66,0.66,0.662,0.2930513595166163,0.15,0.054402600741013885
RuleBasedCoordinator,conflict_heavy,0.0,0,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04285920027177781
WeightedVotingCoordinator,conflict_heavy,0.0,0,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05296719947364181
MediatorCoordinator,conflict_heavy,0.0,0,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05508919898420572
RuleBasedCoordinator,conflict_heavy,0.0,1,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04051819967571646
WeightedVotingCoordinator,conflict_heavy,0.0,1,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.045129199512302876
MediatorCoordinator,conflict_heavy,0.0,1,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04840740014333278
RuleBasedCoordinator,conflict_heavy,0.0,2,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05146779993083328
WeightedVotingCoordinator,conflict_heavy,0.0,2,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.041650400205980986
MediatorCoordinator,conflict_heavy,0.0,2,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04458059958415106
RuleBasedCoordinator,conflict_heavy,0.0,3,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04768380074528977
WeightedVotingCoordinator,conflict_heavy,0.0,3,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0519844003720209
MediatorCoordinator,conflict_heavy,0.0,3,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04584000079194084
RuleBasedCoordinator,conflict_heavy,0.0,4,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04016120039159432
WeightedVotingCoordinator,conflict_heavy,0.0,4,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04518700041808188
MediatorCoordinator,conflict_heavy,0.0,4,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04474180057877675
RuleBasedCoordinator,conflict_heavy,0.0,5,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.049319399637170136
WeightedVotingCoordinator,conflict_heavy,0.0,5,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.057492199644912034
MediatorCoordinator,conflict_heavy,0.0,5,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04737440001918003
RuleBasedCoordinator,conflict_heavy,0.0,6,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.037011600215919316
WeightedVotingCoordinator,conflict_heavy,0.0,6,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04622419964289293
MediatorCoordinator,conflict_heavy,0.0,6,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.043765199661720544
RuleBasedCoordinator,conflict_heavy,0.0,7,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04730119969462976
WeightedVotingCoordinator,conflict_heavy,0.0,7,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.06152179901255295
MediatorCoordinator,conflict_heavy,0.0,7,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.053133799228817225
RuleBasedCoordinator,conflict_heavy,0.0,8,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03929440019419417
WeightedVotingCoordinator,conflict_heavy,0.0,8,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0533382001449354
MediatorCoordinator,conflict_heavy,0.0,8,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04530779895139858
RuleBasedCoordinator,conflict_heavy,0.0,9,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04361360188340768
WeightedVotingCoordinator,conflict_heavy,0.0,9,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.043572200229391456
MediatorCoordinator,conflict_heavy,0.0,9,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04448340053204447
RuleBasedCoordinator,conflict_heavy,0.0,10,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04555020114639774
WeightedVotingCoordinator,conflict_heavy,0.0,10,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04938380129169673
MediatorCoordinator,conflict_heavy,0.0,10,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.044481001154053956
RuleBasedCoordinator,conflict_heavy,0.0,11,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.052521200326737016
WeightedVotingCoordinator,conflict_heavy,0.0,11,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04759080026997253
MediatorCoordinator,conflict_heavy,0.0,11,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05430900055216625
RuleBasedCoordinator,conflict_heavy,0.0,12,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.046301000111270696
WeightedVotingCoordinator,conflict_heavy,0.0,12,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04468140070093796
MediatorCoordinator,conflict_heavy,0.0,12,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04616280097980052
RuleBasedCoordinator,conflict_heavy,0.0,13,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.043553199677262455
WeightedVotingCoordinator,conflict_heavy,0.0,13,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04492799995932728
MediatorCoordinator,conflict_heavy,0.0,13,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.042671600356698036
RuleBasedCoordinator,conflict_heavy,0.0,14,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.033099400403443724
WeightedVotingCoordinator,conflict_heavy,0.0,14,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.040431999892462045
MediatorCoordinator,conflict_heavy,0.0,14,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.046767800115048885
RuleBasedCoordinator,conflict_heavy,0.0,15,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04351619997760281
WeightedVotingCoordinator,conflict_heavy,0.0,15,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04715539939934388
MediatorCoordinator,conflict_heavy,0.0,15,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05206799990264699
RuleBasedCoordinator,conflict_heavy,0.0,16,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.041925998812075704
WeightedVotingCoordinator,conflict_heavy,0.0,16,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04427739867242053
MediatorCoordinator,conflict_heavy,0.0,16,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.040618199098389596
RuleBasedCoordinator,conflict_heavy,0.0,17,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03395239874953404
WeightedVotingCoordinator,conflict_heavy,0.0,17,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03795259917387739
MediatorCoordinator,conflict_heavy,0.0,17,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03927859937539324
RuleBasedCoordinator,conflict_heavy,0.0,18,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.06435940036317334
WeightedVotingCoordinator,conflict_heavy,0.0,18,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.059701799938920885
MediatorCoordinator,conflict_heavy,0.0,18,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05307879950851202
RuleBasedCoordinator,conflict_heavy,0.0,19,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.056857599469367415
WeightedVotingCoordinator,conflict_heavy,0.0,19,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060617799405008554
MediatorCoordinator,conflict_heavy,0.0,19,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.060010198794770986
RuleBasedCoordinator,conflict_heavy,0.0,20,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04218400048557669
WeightedVotingCoordinator,conflict_heavy,0.0,20,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05218199989758432
MediatorCoordinator,conflict_heavy,0.0,20,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.052832400193437934
RuleBasedCoordinator,conflict_heavy,0.0,21,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04759080155054107
WeightedVotingCoordinator,conflict_heavy,0.0,21,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05990139947971329
MediatorCoordinator,conflict_heavy,0.0,21,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.056004799844231457
RuleBasedCoordinator,conflict_heavy,0.0,22,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04193199973087758
WeightedVotingCoordinator,conflict_heavy,0.0,22,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.043682999385055155
MediatorCoordinator,conflict_heavy,0.0,22,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0493657992919907
RuleBasedCoordinator,conflict_heavy,0.0,23,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.040734399342909455
WeightedVotingCoordinator,conflict_heavy,0.0,23,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05031039996538311
MediatorCoordinator,conflict_heavy,0.0,23,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0495975996600464
RuleBasedCoordinator,conflict_heavy,0.0,24,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04338279936928302
WeightedVotingCoordinator,conflict_heavy,0.0,24,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04389819869538769
MediatorCoordinator,conflict_heavy,0.0,24,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.042851599282585084
RuleBasedCoordinator,conflict_heavy,0.0,25,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.038636800658423454
WeightedVotingCoordinator,conflict_heavy,0.0,25,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03913180064409971
MediatorCoordinator,conflict_heavy,0.0,25,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03878100001020357
RuleBasedCoordinator,conflict_heavy,0.0,26,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0585883999010548
WeightedVotingCoordinator,conflict_heavy,0.0,26,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.05399339977884665
MediatorCoordinator,conflict_heavy,0.0,26,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.048971199605148286
RuleBasedCoordinator,conflict_heavy,0.0,27,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04434920015046373
WeightedVotingCoordinator,conflict_heavy,0.0,27,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.046316400344949216
MediatorCoordinator,conflict_heavy,0.0,27,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.043003800441510975
RuleBasedCoordinator,conflict_heavy,0.0,28,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04512999835424125
WeightedVotingCoordinator,conflict_heavy,0.0,28,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.045876599673647434
MediatorCoordinator,conflict_heavy,0.0,28,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04785060050198808
RuleBasedCoordinator,conflict_heavy,0.0,29,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04003920004470274
WeightedVotingCoordinator,conflict_heavy,0.0,29,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04246039967983961
MediatorCoordinator,conflict_heavy,0.0,29,500,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.04761120007606223
RuleBasedCoordinator,conflict_heavy,0.1,0,500,0.822,0.822,0.834,0.828,0.966,0.8364389233954451,0.0,0.04525539971655235
WeightedVotingCoordinator,conflict_heavy,0.1,0,500,0.822,0.822,0.834,0.828,0.966,0.8364389233954451,0.0,0.04510180023498833
MediatorCoordinator,conflict_heavy,0.1,0,500,0.81,0.81,0.834,0.828,0.966,0.8240165631469979,0.018,0.04138580017024651
RuleBasedCoordinator,conflict_heavy,0.1,1,500,0.846,0.846,0.856,0.854,0.968,0.8636363636363636,0.0,0.04578060022322461
WeightedVotingCoordinator,conflict_heavy,0.1,1,500,0.846,0.846,0.856,0.854,0.968,0.8636363636363636,0.0,0.046854600484948605
MediatorCoordinator,conflict_heavy,0.1,1,500,0.832,0.832,0.856,0.854,0.968,0.8512396694214877,0.016,0.044307399657554924
RuleBasedCoordinator,conflict_heavy,0.1,2,500,0.856,0.856,0.848,0.846,0.968,0.8657024793388429,0.0,0.04347420058911666
WeightedVotingCoordinator,conflict_heavy,0.1,2,500,0.856,0.856,0.848,0.846,0.968,0.8657024793388429,0.0,0.04598000081023201
MediatorCoordinator,conflict_heavy,0.1,2,500,0.836,0.836,0.848,0.846,0.968,0.8450413223140496,0.02,0.04475560155697167
RuleBasedCoordinator,conflict_heavy,0.1,3,500,0.856,0.856,0.836,0.832,0.982,0.8655804480651731,0.0,0.033952401659917086
WeightedVotingCoordinator,conflict_heavy,0.1,3,500,0.856,0.856,0.836,0.832,0.982,0.8655804480651731,0.0,0.04274800105486065
MediatorCoordinator,conflict_heavy,0.1,3,500,0.83,0.83,0.836,0.832,0.982,0.8391038696537678,0.028,0.04258860053960234
RuleBasedCoordinator,conflict_heavy,0.1,4,500,0.812,0.812,0.83,0.824,0.966,0.8281573498964804,0.0,0.05201160005526617
WeightedVotingCoordinator,conflict_heavy,0.1,4,500,0.812,0.812,0.83,0.824,0.966,0.8281573498964804,0.0,0.05450879951240495
MediatorCoordinator,conflict_heavy,0.1,4,500,0.792,0.792,0.83,0.824,0.966,0.8074534161490683,0.04,0.056667201046366245
RuleBasedCoordinator,conflict_heavy,0.1,5,500,0.858,0.858,0.838,0.834,0.96,0.8791666666666667,0.002,0.05100460012909025
WeightedVotingCoordinator,conflict_heavy,0.1,5,500,0.858,0.858,0.838,0.834,0.96,0.8791666666666667,0.002,0.05218780046561733
MediatorCoordinator,conflict_heavy,0.1,5,500,0.848,0.848,0.838,0.834,0.96,0.8708333333333333,0.02,0.052560600044671446
RuleBasedCoordinator,conflict_heavy,0.1,6,500,0.826,0.826,0.842,0.842,0.966,0.8488612836438924,0.0,0.054426200222224
WeightedVotingCoordinator,conflict_heavy,0.1,6,500,0.826,0.826,0.842,0.842,0.966,0.8488612836438924,0.0,0.05055880034342408
MediatorCoordinator,conflict_heavy,0.1,6,500,0.806,0.806,0.842,0.842,0.966,0.8281573498964804,0.024,0.05429700016975403
RuleBasedCoordinator,conflict_heavy,0.1,7,500,0.814,0.814,0.866,0.86,0.976,0.8319672131147541,0.002,0.030209001153707504
WeightedVotingCoordinator,conflict_heavy,0.1,7,500,0.814,0.814,0.866,0.86,0.976,0.8319672131147541,0.002,0.03180739952949807
MediatorCoordinator,conflict_heavy,0.1,7,500,0.804,0.804,0.866,0.86,0.976,0.8217213114754098,0.016,0.029430999944452196
RuleBasedCoordinator,conflict_heavy,0.1,8,500,0.822,0.822,0.85,0.848,0.972,0.8333333333333334,0.0,0.039469800191000104
WeightedVotingCoordinator,conflict_heavy,0.1,8,500,0.822,0.822,0.85,0.848,0.972,0.8333333333333334,0.0,0.043753399164415896
MediatorCoordinator,conflict_heavy,0.1,8,500,0.8,0.8,0.85,0.848,0.972,0.8106995884773662,0.024,0.0396639991668053
RuleBasedCoordinator,conflict_heavy,0.1,9,500,0.822,0.822,0.844,0.842,0.978,0.8343558282208589,0.0,0.047690800682175905
WeightedVotingCoordinator,conflict_heavy,0.1,9,500,0.822,0.822,0.844,0.842,0.978,0.8343558282208589,0.0,0.049514800077304244
MediatorCoordinator,conflict_heavy,0.1,9,500,0.814,0.814,0.844,0.842,0.978,0.8261758691206544,0.02,0.049011801136657596
RuleBasedCoordinator,conflict_heavy,0.1,10,500,0.858,0.858,0.868,0.866,0.98,0.8673469387755102,0.002,0.053030999086331576
WeightedVotingCoordinator,conflict_heavy,0.1,10,500,0.858,0.858,0.868,0.866,0.98,0.8673469387755102,0.002,0.04736700025387108
MediatorCoordinator,conflict_heavy,0.1,10,500,0.842,0.842,0.868,0.866,0.98,0.8530612244897959,0.02,0.04641959985019639
RuleBasedCoordinator,conflict_heavy,0.1,11,500,0.814,0.814,0.846,0.84,0.982,0.8289205702647657,0.0,0.041934201028198004
WeightedVotingCoordinator,conflict_heavy,0.1,11,500,0.814,0.814,0.846,0.84,0.982,0.8289205702647657,0.0,0.05257800017716363
MediatorCoordinator,conflict_heavy,0.1,11,500,0.796,0.796,0.846,0.84,0.982,0.8105906313645621,0.02,0.0474532003281638
RuleBasedCoordinator,conflict_heavy,0.1,12,500,0.848,0.848,0.848,0.844,0.98,0.8612244897959184,0.002,0.0569025999866426
WeightedVotingCoordinator,conflict_heavy,0.1,12,500,0.848,0.848,0.848,0.844,0.98,0.8612244897959184,0.002,0.05823900055838749
MediatorCoordinator,conflict_heavy,0.1,12,500,0.828,0.828,0.848,0.844,0.98,0.8408163265306122,0.024,0.049301800259854645
RuleBasedCoordinator,conflict_heavy,0.1,13,500,0.802,0.802,0.876,0.87,0.976,0.8217213114754098,0.0,0.04922580113634467
WeightedVotingCoordinator,conflict_heavy,0.1,13,500,0.802,0.802,0.876,0.87,0.976,0.8217213114754098,0.0,0.055689201049972326
MediatorCoordinator,conflict_heavy,0.1,13,500,0.788,0.788,0.876,0.87,0.976,0.8073770491803278,0.016,0.05223520053550601
RuleBasedCoordinator,conflict_heavy,0.1,14,500,0.824,0.824,0.86,0.86,0.978,0.8404907975460123,0.0,0.03913160040974617
WeightedVotingCoordinator,conflict_heavy,0.1,14,500,0.824,0.824,0.86,0.86,0.978,0.8404907975460123,0.0,0.03959140047663823
